#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A1878C
#Date Time: 2024-04-19 11:21:02.549
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 9.7 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
0.00020916,0.4060536848129305,-9.195636149001654
0.00020979,0.398619070280318,-9.133083218366021
0.00021042,0.4060536848129305,-9.085248624350537
0.00021105,0.4023363775466242,-9.044773198645128
0.00021168,0.4023363775466242,-9.000618188784681
0.00021231,0.3949017630140116,-8.963822347234309
0.00021294,0.3911844557477053,-8.919667337373863
0.00021357,0.3911844557477053,-8.871832743358379
0.0002142,0.3949017630140116,-8.827677733497932
0.00021483,0.4023363775466242,-8.787202307792523
0.00021546,0.3949017630140116,-8.820318565187858
0.00021609,0.3949017630140116,-8.919667337373863
0.00021672,0.3949017630140116,-9.01533652540483
0.00021735,0.398619070280318,-9.099966960970686
0.00021798,0.398619070280318,-9.177238228226468
0.00021861,0.398619070280318,-9.247150327172175
0.00021924,0.398619070280318,-9.306023673652771
0.00021987,0.3949017630140116,-9.357537851823292
0.0002205,0.398619070280318,-9.409052029993813
0.00022113,0.398619070280318,-9.445847871544185
0.00022176,0.398619070280318,-9.471604960629445
0.00022239,0.398619070280318,-9.493682465559669
0.00022302,0.398619070280318,-9.501041633869743
0.00022365,0.3949017630140116,-9.508400802179818
0.00022428,0.3949017630140116,-9.50472121802478
0.00022491,0.3949017630140116,-9.497362049714706
0.00022554,0.398619070280318,-9.475284544784483
0.00022617,0.398619070280318,-9.449527455699222
0.0002268,0.3949017630140116,-9.41273161414885
0.00022743,0.3949017630140116,-9.375935772598478
0.00022806,0.398619070280318,-9.313382841962845
0.00022869,0.4023363775466242,-9.269227832102398
0.00022932,0.398619070280318,-9.210354485621803
0.00022995,0.4023363775466242,-9.155160723296245
0.00023058,0.4023363775466242,-9.107326129280761
0.00023121,0.4023363775466242,-9.070530287730389
